Generation 	 Training Error 	 Unseen Error 	 Size 	 Depth 
0	53,27748402979496	52,53037680869606	19	2
1	31,143243803823363	30,661468900758734	13	3
2	10,075352532465754	10,182602897976134	14	3
3	7,216059921637	7,344581499579079	10	3
4	6,949661822764253	7,078162484540919	14	4
5	6,906920619306485	7,040713040172764	14	4
6	6,835001735882814	7,001622799068878	19	4
7	6,804113170852385	6,9814054579577975	20	5
8	6,702955619931143	6,924405466113552	25	6
9	6,658333156714791	6,900249058506517	25	6
10	6,60837152417325	6,862722179382107	28	6
11	6,575108668877427	6,827273419124992	30	7
12	6,516500203800182	6,7831188115078485	35	7
13	6,469317661193832	6,816813841110562	36	8
14	6,4107546270336	6,734641003178942	41	9
15	6,374969412079585	6,688004587082171	40	9
16	6,344631162163654	6,665043315142441	41	9
17	6,295081677844619	6,6101165010638505	47	10
18	6,269208175478995	6,60977170766059	47	10
19	6,220063783349774	6,5336238662954065	49	10
20	6,190326930828793	6,4863329017551905	47	10
21	6,152657042791972	6,437705098097836	49	10
22	6,119894162512436	6,425103513391344	53	11
23	6,069800377038748	6,3516955950041005	56	11
24	6,025753000859624	6,299851213129755	58	11
25	5,985641942377396	6,227281497788977	59	11
26	5,956403381750885	6,268106324825941	66	12
27	5,910187378061332	6,196654322985035	63	12
28	5,86915205105609	6,202023129652621	66	12
29	5,846089292269233	6,13046302343591	67	12
30	5,821812472335329	6,1617260131991385	70	12
31	5,798622567815558	6,140253013647753	73	12
32	5,7762289577564605	6,179770506477384	75	13
33	5,754568913580406	6,099792304653211	76	13
34	5,734997666184544	6,090453208742673	78	13
35	5,70363806354261	6,098360740155605	78	13
36	5,69126841953928	6,100485881682914	81	13
37	5,666775293026027	6,071033853031866	85	13
38	5,651198194859435	6,0678835524012085	83	13
39	5,606673317044296	5,95653419634449	88	14
40	5,580528757239803	5,949560476206828	91	14
41	5,552130381523871	5,942926246542443	95	14
42	5,523055265012227	5,920315840763218	96	14
43	5,497277387915313	5,900560633796147	96	14
44	5,459039434551046	5,876301058976391	97	14
45	5,4271408047252585	5,8705490900636494	101	14
46	5,383832336824065	5,842870726193852	100	14
47	5,362910296625118	5,9005745671109215	106	15
48	5,341603417146079	5,805805957255414	105	14
49	5,316226717205982	5,811717106415055	106	15
50	5,293974974466865	5,742314599017916	107	15
51	5,271351706278198	5,788031393221732	107	15
52	5,262206911901263	5,7443276136584025	109	15
53	5,248302993137141	5,685862735151928	111	15
54	5,232982475964479	5,715190964436599	114	15
55	5,218125623771579	5,723186557816943	112	15
56	5,209812430544721	5,789189029345037	118	15
57	5,189468424459586	5,753319141922472	117	15
58	5,167954029857482	5,675542348456407	119	15
59	5,1601148932915075	5,673226850465607	121	15
60	5,14712113288132	5,6662574115099344	123	15
61	5,135690328063826	5,615994387848413	127	15
62	5,129858469329076	5,617728442353575	130	16
63	5,122336717361268	5,5836337430907514	132	16
64	5,11221129498077	5,545484158181091	135	16
65	5,100582852242994	5,631853696670064	137	16
66	5,0917151698187295	5,794325789785311	138	16
67	5,079709308736241	5,618858216325325	139	16
68	5,0728984181244625	5,816769710893952	139	16
69	5,05545416317109	5,821959891541985	141	16
70	5,045169950825344	5,640218116821708	141	16
71	5,0361041771120085	5,623409321754741	142	16
72	5,024248489073772	5,648607010912128	143	16
73	5,0172453264318095	5,708368008713527	144	16
74	5,009881980189539	5,6999036300681345	147	16
75	4,998471152735618	5,7005718061919675	147	16
76	4,987313148897579	5,7150247444031175	148	16
77	4,973429108616136	5,679427321746116	151	16
78	4,966460640066064	5,66444072072018	151	16
79	4,961933373969542	5,654841057297962	152	16
80	4,948909741275695	5,659082154529545	153	16
81	4,946214516269511	5,6145985024440375	159	16
82	4,942385398504892	5,5956506625706295	160	16
83	4,935308060784373	5,610742140770361	161	16
84	4,932149957795222	5,588959500904241	164	16
85	4,923126633495633	5,595173011352537	166	16
86	4,9161919776524625	5,580112873465641	169	16
