Generation 	 Training Error 	 Unseen Error 	 Size 	 Depth 
0	82,63020227887392	83,89608280426445	7	2
1	61,64848724648354	62,1952836442871	7	3
2	41,42013821665101	41,22717473560907	3	1
3	20,110867697392813	19,81345885777535	9	4
4	7,235335698014668	6,641935622029487	7	2
5	7,235335698014668	6,641935622029487	7	2
6	7,206222397972247	6,606728591941181	7	2
7	7,206222397972247	6,606728591941181	7	3
8	7,170656664995971	6,557402254608128	11	5
9	7,170656664995971	6,557402254608128	11	5
10	7,170656664995971	6,557402254608128	11	5
11	7,170656664995971	6,557402254608128	11	5
12	7,170656664995971	6,557402254608128	11	5
13	7,170656664995971	6,557402254608128	11	5
14	7,170656664995971	6,557402254608128	11	5
15	7,170656664995971	6,557402254608128	13	6
16	7,170656664995971	6,557402254608128	11	5
17	7,170656664995971	6,557402254608128	11	5
18	7,170656664995971	6,557402254608128	11	5
19	7,170656664995971	6,557402254608128	11	5
20	7,170656664995971	6,557402254608128	11	5
21	7,170656664995971	6,557402254608128	15	7
22	7,170656664995971	6,557402254608128	11	5
23	7,170656664995971	6,557402254608128	11	5
24	7,170656664995971	6,557402254608128	15	7
25	7,170656664995971	6,557402254608128	13	6
26	7,170656664995971	6,557402254608128	11	5
27	7,170656664995971	6,557402254608128	11	5
28	7,170656664995971	6,557402254608128	11	5
29	7,170656664995971	6,557402254608128	11	5
30	7,170656664995971	6,557402254608128	13	6
31	7,170656664995971	6,557402254608128	11	5
32	7,170656664995971	6,557402254608128	11	5
33	7,170656664995971	6,557402254608128	11	5
34	7,170656664995971	6,557402254608128	11	5
35	7,170656664995971	6,557402254608128	11	5
36	7,170656664995971	6,557402254608128	11	5
37	7,170656664995971	6,557402254608128	11	5
38	7,170656664995971	6,557402254608128	11	5
39	7,170656664995971	6,557402254608128	11	5
40	7,170656664995971	6,557402254608128	11	5
41	7,170656664995971	6,557402254608128	11	5
42	7,170656664995971	6,557402254608128	11	5
43	7,170656664995971	6,557402254608128	11	5
44	7,170656664995971	6,557402254608128	11	5
45	7,170656664995971	6,557402254608128	11	5
46	7,170656664995971	6,557402254608128	11	5
47	7,170656664995971	6,557402254608128	11	5
48	7,170656664995971	6,557402254608128	11	5
49	7,170656664995971	6,557402254608128	11	5
50	7,170656664995971	6,557402254608128	11	5
51	7,170656664995971	6,557402254608128	11	5
52	7,170656664995971	6,557402254608128	11	5
53	7,170656664995971	6,557402254608128	11	5
54	7,170656664995971	6,557402254608128	11	5
55	7,170656664995971	6,557402254608128	11	5
56	7,170656664995971	6,557402254608128	11	5
57	7,170656664995971	6,557402254608128	11	5
58	7,170656664995971	6,557402254608128	11	5
59	7,170656664995971	6,557402254608128	11	5
60	7,170656664995971	6,557402254608128	11	5
61	7,170656664995971	6,557402254608128	11	5
62	7,170656664995971	6,557402254608128	11	5
63	7,170656664995971	6,557402254608128	11	5
64	7,170656664995971	6,557402254608128	11	5
65	7,170656664995971	6,557402254608128	11	5
66	7,170656664995971	6,557402254608128	11	5
67	7,170656664995971	6,557402254608128	11	5
68	7,170656664995971	6,557402254608128	11	5
69	7,170656664995971	6,557402254608128	11	5
70	7,170656664995971	6,557402254608128	11	5
71	7,170656664995971	6,557402254608128	11	5
72	7,170656664995971	6,557402254608128	11	5
73	7,170656664995971	6,557402254608128	11	5
74	7,170656664995971	6,557402254608128	11	5
75	7,170656664995971	6,557402254608128	11	5
76	7,170656664995971	6,557402254608128	11	5
77	7,170656664995971	6,557402254608128	11	5
78	7,170656664995971	6,557402254608128	11	5
79	7,170656664995971	6,557402254608128	11	5
80	7,170656664995971	6,557402254608128	11	5
81	7,170656664995971	6,557402254608128	11	5
82	7,170656664995971	6,557402254608128	11	5
83	7,170656664995971	6,557402254608128	11	5
84	7,170656664995971	6,557402254608128	11	5
85	7,170656664995971	6,557402254608128	11	5
86	7,170656664995971	6,557402254608128	11	5
87	7,170656664995971	6,557402254608128	11	5
88	7,170656664995971	6,557402254608128	11	5
89	7,170656664995971	6,557402254608128	11	5
90	7,170656664995971	6,557402254608128	11	5
91	7,170656664995971	6,557402254608128	11	5
92	7,170656664995971	6,557402254608128	11	5
93	7,170656664995971	6,557402254608128	11	5
