Generation 	 Training Error 	 Unseen Error 	 Size 	 Depth 
0	64,37635678604497	62,20024064109328	12	2
1	50,990360479345036	49,34852802848959	16	3
2	37,579285734923	36,46984759086317	15	2
3	24,933581105546207	24,677902266498634	10	2
4	16,54664474324385	16,089168709255954	9	3
5	12,680990079142155	12,377641983013493	13	3
6	9,584906810280875	9,263347926485814	11	3
7	8,997399928032856	8,766050002298288	13	4
8	8,771844533032418	8,549291841096128	14	4
9	8,467944385858292	8,20284544527998	16	5
10	8,165466935976111	7,9009406603921475	15	4
11	8,133595792857014	7,938007240833701	17	5
12	8,066784099751962	7,851196839839298	17	5
13	8,049619896103717	7,832437113804487	17	5
14	7,893467514907513	7,58517214525711	24	6
15	7,7565496354147045	7,46084657872893	22	6
16	7,7264479198543325	7,423829627623178	24	6
17	7,708066627256567	7,450961758870306	24	6
18	7,294500712689762	7,001705949373936	25	7
19	7,22492401341158	6,93707768776514	25	7
20	7,165837237728517	6,897129368598856	26	7
21	6,992586117313988	6,797600409557345	27	7
22	6,97344521870896	6,808670181566604	27	7
23	6,922045495031872	6,708400006043843	27	7
24	6,824916528115618	6,633569961306247	29	7
25	6,807684736447048	6,6090734728981415	31	7
26	6,779199594258742	6,559600845235536	33	8
27	6,744744609903274	6,563321119053657	35	8
28	6,687508260034502	6,5306921632998725	37	8
29	6,67185477849975	6,512572652660948	38	9
30	6,640935754469072	6,4833205224171575	38	8
31	6,6104568793687175	6,438266616374437	40	8
32	6,586333945480049	6,3859153143972796	41	8
33	6,555355166787556	6,370691484634979	42	9
34	6,5439874956329716	6,357661358101913	42	9
35	6,504227370078995	6,328451572104616	43	9
36	6,471893399857588	6,302025351323177	43	9
37	6,45610897706243	6,310578400185593	43	9
38	6,428113211521518	6,277367221769293	45	9
39	6,402168557753667	6,236133968029023	48	9
40	6,385663556624954	6,200240063819304	49	9
41	6,357434152795741	6,348523168111326	48	9
42	6,3293568207760575	6,332913092935523	49	9
43	6,309916640639808	6,2954880251102585	51	9
44	6,300496308474234	6,284551599155594	49	9
45	6,2960518579195135	6,335493941723621	49	10
46	6,282061093095668	6,346457817344671	51	10
47	6,248813228619151	6,197374427547164	53	10
48	6,24457178956941	6,159852617817699	53	10
49	6,224897754721945	6,116240667330944	54	10
50	6,209893568417938	6,379847655475884	55	10
51	6,192967408201757	6,34203098070217	56	10
52	6,1743812258827715	6,3131437884252835	56	10
53	6,1631085460057795	6,287103087282714	57	10
54	6,150189565121762	6,291100509436323	59	10
55	6,114210518182811	6,294160193728095	59	10
56	6,081130469433701	6,228266801717904	61	10
57	6,070835980420725	6,222939597091093	61	10
58	6,0569839334586755	6,229235281964173	60	10
59	6,040946186450435	6,239787229638378	61	10
60	6,017523760743512	5,967829161275944	60	10
61	5,997265322809778	5,954259169775271	61	10
62	5,979805102012406	5,909394308417526	62	10
63	5,956813174710102	5,8776127755994105	64	10
64	5,9474936935064155	5,864417129983149	63	10
65	5,943983800086005	5,862225730329382	63	10
66	5,922656698519973	5,84488452393968	63	10
67	5,9136103463852345	5,836413687280999	64	10
68	5,892597615021327	5,856347184788196	65	10
69	5,86815970761602	7,401212289289658	67	10
70	5,852946753283604	7,3822441683228455	66	10
71	5,8362164446957445	5,801810411202037	68	10
72	5,825510798472181	5,781900836161778	68	10
73	5,8184310195663524	5,768028038304059	67	10
74	5,799392492239775	5,7301519868170185	65	10
75	5,769563546095944	5,686033949672001	67	10
76	5,764583267154526	5,694586200197857	68	10
77	5,759000340772144	5,6862710105160295	67	10
78	5,754442974617617	5,67499861691179	69	10
79	5,734600274775862	5,863955088771405	68	10
80	5,710423596123424	5,625783357683207	71	10
81	5,694671952446923	5,625868544036006	71	10
82	5,684963761140733	5,633081077286074	74	10
83	5,674593581038954	5,6215211765234345	72	10
84	5,660821598657808	5,522515410842611	74	10
85	5,65072133500532	5,538312886571622	73	10
86	5,641829491426879	5,543300684504457	74	10
87	5,6321782290292495	5,492527687678758	75	10
88	5,62278817707488	5,497881785753119	75	10
89	5,620070188913199	5,529176567308653	77	10
90	5,606847497269077	5,491398862822576	78	10
91	5,6026518392997735	5,484696230871931	78	10
92	5,590773162410233	5,474206854199247	78	10
93	5,5806054538787455	5,4721262978786775	78	10
94	5,576551972119108	5,467590277720315	78	10
95	5,572003678510382	5,468605213436265	77	10
96	5,56712933879084	5,461270356682306	77	10
97	5,55730891446836	5,456941960542057	81	10
98	5,550587370109314	5,452933126350637	82	10
99	5,547734968864915	5,436093008462018	82	10
100	5,539792794882415	5,428428276167157	83	10
101	5,536268846743643	5,430622216538353	85	10
102	5,531075553024394	5,434671299487919	86	10
103	5,527129922097937	5,432158032054979	86	10
104	5,5194816966429086	5,424367391225331	86	10
105	5,513854846275446	5,423316907201125	85	10
106	5,51085878290503	5,422496030584446	83	10
107	5,505600029839861	5,413012912586909	85	10
108	5,49817181899208	5,407542180091194	85	10
109	5,496536405879597	5,4787790886598176	87	10
110	5,486017714810165	5,460851175973718	87	10
111	5,4824480821547	5,457782654426373	89	10
112	5,474614050332036	5,462241378772975	89	10
113	5,469874887740276	5,451966339559481	90	10
114	5,464509044786668	5,385927232214889	89	10
115	5,457113696348054	5,380959400486602	89	10
116	5,456500589834409	5,378335343876027	88	10
117	5,450567253277695	5,447778580653433	90	10
118	5,440075840596398	5,439713126250223	91	10
119	5,435843126867167	5,436414508171267	92	10
120	5,433136637015597	5,451734922466767	94	10
121	5,42062414375758	5,55935871855147	96	10
122	5,4134782234178545	5,541175321248175	94	10
123	5,402465800811685	5,5392549214757825	94	10
124	5,391963299481427	5,540133475127543	94	10
125	5,383217373247662	5,5217179598990205	94	10
126	5,378226042156644	5,447095011667325	93	10
127	5,371892724501193	5,454703915325458	95	10
128	5,368341477243525	5,432468873518645	94	10
129	5,365118638725494	5,427560948224107	95	10
130	5,360194054572795	5,379334983497392	95	10
131	5,355848810964587	5,375132377541388	96	10
132	5,35340939117768	5,380614892490899	96	10
133	5,335169090387817	5,35539842690798	98	10
134	5,334196289636683	5,352356827471021	98	10
135	5,331085069092504	5,423833160907988	99	10
136	5,328327903986071	5,424241775709032	100	10
137	5,321485125994679	5,421408657000313	100	10
138	5,32007825220988	5,422029704371237	98	10
139	5,318733075500217	5,424756751772195	99	10
140	5,31669313241538	5,412798900778248	98	10
141	5,314498771817284	5,411465230397071	99	10
142	5,304021664104172	5,405555150164309	101	10
143	5,30336605460073	5,408030192121512	101	10
144	5,296630665782815	5,394413082152377	101	10
145	5,293114584193691	5,377825246783389	100	10
146	5,286395248956364	5,393245015907872	100	10
147	5,2815803154985455	5,396152857872108	103	10
148	5,279734776551581	5,391661430919088	104	10
149	5,270963572606481	5,390501875952368	105	10
150	5,269107268490433	5,378948704919655	105	10
151	5,265838044109537	5,378952969053985	105	10
152	5,262700738872367	5,379347558766455	105	10
153	5,259098363833686	5,372895044730551	105	10
154	5,2583392872435155	5,374497699344199	106	10
155	5,252979859809845	5,385751186494585	105	10
156	5,248686327654538	5,372363939745774	106	11
157	5,24463260939397	5,376314222545353	106	11
158	5,243476510958784	5,377855390283035	106	11
159	5,237940663347051	5,384368064860587	106	11
160	5,237360952862043	5,375428648773024	106	11
161	5,233770940826012	5,373036343509816	105	11
162	5,230391037779512	5,367974626220044	106	11
163	5,226253015283261	5,36199517106398	106	11
164	5,2245855361116265	5,363029877892228	107	11
165	5,219019548030848	5,361032162890571	109	11
166	5,212959406455665	5,371820093138392	109	11
167	5,209574204347891	5,776625386221761	110	11
168	5,208041767527224	5,777502623371057	110	11
169	5,206766660387095	5,657722684363608	110	11
170	5,201644431377986	5,6415200108730765	111	11
171	5,199945591879925	5,643798685901095	109	11
172	5,191313129695149	5,62677423022051	108	11
173	5,188532693260807	5,611245774654336	109	10
174	5,188080182541781	5,6298678631538515	108	10
175	5,183706029969127	5,625591486190301	108	11
176	5,183478358340936	5,6237740105105205	107	11
177	5,181043580736892	5,61518740864083	107	11
178	5,179303964918753	5,6154668166139405	107	11
179	5,178045373477045	5,6126731037941635	108	10
180	5,176803982063461	5,615687300560747	108	10
181	5,173030381136044	5,605016657960062	109	10
182	5,168023695384124	5,608509088230616	109	10
183	5,165763809470908	5,593724378880498	109	10
184	5,162854224193647	5,588854019550395	110	10
185	5,161222495837565	5,584099589253798	110	10
186	5,154510584633268	8,923167034658858	110	10
187	5,151360663362262	8,923439456110826	111	10
188	5,148036708954098	8,933020357063896	111	10
189	5,14638990054323	8,93119885102479	112	10
190	5,145150115252644	8,930069631286397	112	10
191	5,145087731324636	8,929165584289697	112	10
192	5,143006011937247	7,711150493459667	112	10
193	5,141805097888456	7,711047852423041	112	10
194	5,1370702703796525	7,715979899101506	112	10
195	5,130824211991202	7,713218958387982	113	10
196	5,120648165067359	7,704204046157284	112	10
197	5,120337661873574	7,700194512787386	112	10
198	5,119278110708306	7,695181591661551	113	10
199	5,113076957665234	7,694982057021041	113	10
200	5,110315800975548	7,691599626942522	112	10
201	5,108619212181882	7,689606836630531	113	10
202	5,1081479966996755	7,687469720714918	114	10
203	5,107159831655208	7,6830084365526545	112	11
204	5,106279807115283	7,683249062023602	113	11
205	5,104783548434068	7,678025138871465	113	11
206	5,0986551244055	7,685210104472781	114	11
207	5,096877136482063	7,683652790544917	114	11
208	5,096475668098512	7,682359119627301	114	11
209	5,094942797432854	7,686323008929201	114	11
210	5,0936653475732365	7,684457018350329	114	11
211	5,091726451103616	7,687044822072816	115	11
212	5,089508978520495	7,683390732170131	115	11
213	5,088904075591004	7,699534938391839	115	11
214	5,086944666218491	9,69331293670529	116	11
215	5,084775436483693	9,676025312467532	116	11
216	5,082829912157196	7,893169196708417	117	11
217	5,081805923745922	7,88516996110205	116	11
218	5,081250246297835	7,8855041556689995	116	11
219	5,077638687532109	7,6987317257675	115	11
220	5,075104996776505	7,683734069737673	116	11
221	5,073516750610229	7,885733348888138	117	11
222	5,070952037959576	7,884006531123004	118	11
223	5,070100100957868	7,905738982477463	118	11
224	5,067299380009642	7,887511062563129	117	11
225	5,064648225593044	7,885909400473424	118	11
226	5,063599311431229	7,8835398553275	119	11
227	5,060636673327107	7,702199556855274	120	11
228	5,059586708408725	7,704095252097693	120	11
229	5,0585109939641235	7,588961647690051	119	11
230	5,056965490177762	7,606222052280733	119	11
231	5,05420110626562	7,611807379451707	119	11
232	5,050844584159149	7,613602984888776	119	11
233	5,049829165536367	7,608313164496603	119	11
234	5,049233931988281	7,606186461535265	118	11
235	5,047083674181492	7,60947695940385	119	11
236	5,040968874535298	7,595596103783354	120	11
237	5,039637410260539	7,599007641132764	120	11
238	5,03542245397394	7,583575345383584	119	11
239	5,034869972837524	7,5835899072149875	119	11
240	5,033832871319209	7,581866382328513	119	11
241	5,033316111034195	7,578759075250191	119	11
242	5,031858980159944	7,5785242938652875	119	11
243	5,030859579808458	7,556712227586701	121	11
244	5,029529108599791	7,55596868447816	120	11
245	5,027577184069199	7,5464830892449895	119	11
246	5,0254095776765935	7,585665728565734	120	11
247	5,024845144591182	7,58143654657903	120	11
248	5,024729064528883	7,580176835595001	120	11
249	5,023661087774689	7,578506596664808	119	11
250	5,022263994749575	7,580406257239488	119	11
251	5,018994475193333	7,57674184258839	119	11
252	5,01635694304614	7,574142764901954	120	11
253	5,010504715589876	7,576775181325877	121	11
254	5,008813627732264	7,571703005744697	121	11
255	5,008418922057869	7,572235960196508	122	11
256	5,001083513106435	7,608618328152722	122	11
257	4,999651209894285	7,604669117820524	122	11
258	4,997893289501001	7,587960604964518	121	11
259	4,992294730302963	7,580471101382491	122	11
260	4,986362712229371	7,567521509359856	123	11
261	4,984865967909467	7,566402719027297	123	11
262	4,982277869063597	7,565879401790948	124	11
263	4,981383927854799	7,56323614082406	124	11
264	4,9797568321007715	7,561924434101163	124	11
265	4,97863515768531	7,562224063063498	124	11
266	4,974424985984609	7,555364679146176	125	11
267	4,972326315018395	7,550399293215585	125	11
268	4,9697741521702135	7,558094136323492	125	11
269	4,9640687946900774	7,55393412256386	126	11
270	4,9635230666447345	7,554299954502548	126	11
271	4,962180155768101	7,554550852378922	127	11
272	4,958093337263781	7,551222068390276	126	11
273	4,956745593715748	7,5492399238030305	126	11
274	4,953291185962471	7,546791438981448	127	11
275	4,9507340281850585	7,54383411688952	127	11
276	4,950310619878243	7,537762104245215	127	11
277	4,949715397783387	7,536456530493803	127	11
278	4,948412178245789	7,535533381468468	127	11
279	4,946579214794392	7,547033966624	127	11
280	4,946000591144068	7,546041735282575	126	11
281	4,943363489521989	7,541891147177261	126	11
282	4,942083196370932	7,534204345234433	126	11
283	4,9415198995844225	7,531257573718354	126	11
284	4,940273954131173	7,524119028881184	127	11
285	4,935493238887146	7,512669947523471	127	11
286	4,933280158384191	7,5225741518805815	127	11
287	4,932511314162681	7,521989861407695	128	11
288	4,930956288259352	7,524760100547507	127	11
289	4,929731215746566	7,522948177979825	127	11
290	4,928895475923006	7,521375183095969	127	11
291	4,928535048547292	7,521671695400854	128	11
292	4,927658027593624	7,520267260563364	128	11
293	4,926731913160075	7,5231726293415875	128	11
294	4,926365859310133	7,521751851794952	129	11
295	4,926254299862942	7,521774773774634	129	11
296	4,921248928021888	7,514578898363286	129	11
297	4,920619030676682	7,515081956181896	129	11
298	4,920518581679419	7,514910967608241	129	11
299	4,918553796235707	7,514055782465959	129	11
300	4,917313613438485	7,516279334054604	129	11
301	4,915514652370991	7,508956291480778	129	11
302	4,913629955972751	7,509438935138409	129	11
303	4,91232097958642	7,505721385515392	129	11
304	4,910024584544948	7,5023877138805934	129	11
305	4,909099447527772	7,496804949758654	129	11
306	4,905018671234197	7,49171203479616	128	11
307	4,900794696738993	7,490206640505132	129	11
308	4,900327922145874	7,490953792277165	130	11
309	4,898324121034944	7,489276225886092	130	11
310	4,897731996258363	7,488167078094252	130	11
311	4,89335974521322	7,481502365246751	130	11
312	4,8930784782089995	7,4816643631999415	130	11
313	4,891264670026297	7,45973644566855	130	11
314	4,889739050279355	7,462899183407312	129	11
315	4,887351210510622	7,473584846622148	130	10
316	4,885821785835637	7,459039244406724	130	11
317	4,884538615304998	7,459679237133589	130	11
318	4,883773039335157	7,458427072963188	130	11
319	4,879544998439442	7,454928840965182	131	11
320	4,874813227811532	7,454396325683136	131	11
321	4,873210548130652	7,465220205432792	131	11
322	4,872689947961599	7,463523265474751	131	11
323	4,8708294714359015	7,465931273422485	131	11
324	4,869953255748658	7,466404321397997	131	11
325	4,868335283632711	7,462452221088248	131	11
326	4,867510176109282	7,462608462693513	134	11
327	4,864678730945034	7,4511745640186895	134	11
328	4,860746840087302	7,446553107240036	135	11
329	4,858360977063126	7,435861005689219	135	11
330	4,85594335419718	7,460607905169751	136	11
331	4,854907703884424	7,198066712156393	134	11
332	4,854081400472128	7,198477054679947	135	11
333	4,852030821697826	7,197242885053529	135	11
334	4,85106106286506	7,301015472892661	135	11
335	4,844520938878217	7,4578719674263265	137	11
336	4,842470751973366	7,472096253505125	137	11
337	4,839097411572138	7,458372635853457	138	11
338	4,8376901044574	7,462010408659048	138	11
339	4,835512113037197	7,434468497477082	138	11
340	4,833974185877024	7,43438461888522	138	11
341	4,831537480096292	7,438518079878388	139	11
342	4,829923476928922	7,441156227262111	139	11
343	4,827312283530507	7,441871947272789	139	11
344	4,826310407548113	7,4339500430917305	138	11
345	4,823645075445921	7,423877464257233	140	11
346	4,821924633212029	7,166206772645628	139	11
347	4,8211793808263925	7,168598058929066	138	11
348	4,820895868331086	7,175261575113729	138	11
349	4,820592988747028	7,1761203448515785	138	11
350	4,818413947726998	7,168691212141998	139	11
351	4,817111350682539	7,1675251384950105	140	11
352	4,815732486334548	7,304461463488009	140	11
353	4,814315616323702	7,579536596479939	140	11
354	4,812354085420339	7,499885848744367	140	11
355	4,809312878607261	7,495819075316616	140	11
356	4,808670946660285	8,136775089561246	140	11
357	4,808387651798668	8,13706898364264	140	11
358	4,807431525957916	8,13635825884865	141	11
359	4,8056492202769885	8,125097627966925	139	11
360	4,802840524834043	8,118821346841957	141	11
361	4,800905823656732	8,121154586578259	141	11
362	4,80012235894848	8,10944779980698	141	11
363	4,799038521743864	8,109225929258857	141	11
364	4,798007375600436	8,09920763345095	142	11
365	4,7964934681472355	8,100889966424791	143	11
366	4,795641516399286	8,098821670683993	142	11
367	4,794241036673454	9,12079299699291	142	11
368	4,790574877314314	9,119065741010383	142	11
369	4,786988032597965	9,121925873870719	142	11
370	4,785664501920516	9,124704586227988	142	11
371	4,785449917387792	9,126541274684463	142	11
372	4,783719128670857	9,124274181251703	142	11
373	4,782725900310305	9,129266347594836	142	11
374	4,781337668678808	9,127228942605752	142	11
375	4,779524309756728	9,334617592212203	142	11
376	4,778490461187345	9,330559337937622	142	11
377	4,775064284238939	9,3313340408295	142	11
378	4,774275067558727	9,331835109534271	142	11
379	4,77367648910529	9,329479647151446	142	11
380	4,764881616654637	7,602874007179853	143	11
381	4,764229000565089	7,603019028369312	143	11
382	4,762309888164487	9,252604827849886	144	11
383	4,758730599398017	9,05906623478201	144	11
384	4,757950795693195	7,477830011861089	144	11
385	4,757894904421704	7,478997641972998	144	11
386	4,756560287398588	7,475048444294071	144	11
387	4,756234838528201	7,474673269483798	144	11
388	4,755425739540135	7,480966016574987	144	11
389	4,754999632057567	7,485773077786622	144	11
390	4,753379685810434	7,484824466487971	145	11
391	4,752988979762731	7,484965621798066	145	11
392	4,752034197662693	7,4737957311824506	144	11
393	4,749491163786128	7,464228694420009	143	11
394	4,749286210745026	7,464650505329577	143	11
395	4,748739425824863	7,463400724333694	143	11
396	4,7478379863706115	7,467527713665459	143	11
397	4,747312963560906	7,465340915127971	143	11
398	4,744690488775358	7,462525323110665	144	11
399	4,742852637089611	7,45828611833661	145	11
400	4,742179246597122	8,31408124310885	145	11
401	4,742100972213776	8,313549339059916	145	11
402	4,741048744549186	8,3143526579915	145	11
403	4,740231077122053	8,311470629191914	145	11
404	4,738069022514693	8,31924815355796	145	11
405	4,73590951251415	8,317145756683892	145	11
406	4,734835355224769	8,31799558596047	145	11
407	4,734086633746063	8,31613131540323	145	11
408	4,732611599919261	8,318950217504872	145	11
409	4,7325229002349385	8,318722922655471	145	11
410	4,730854925778033	8,317666502490917	145	11
411	4,728057251269546	8,317093319214894	145	11
412	4,7266985536978945	8,318817900513475	146	11
413	4,726432707309405	8,32004907704965	146	11
414	4,725534207716241	7,347587870080859	145	11
415	4,721410811931362	7,345026516951903	145	11
416	4,719336845927164	7,347686830405362	146	11
417	4,719008643241897	7,345915206628232	146	11
418	4,718350040109021	7,346961294444993	145	11
419	4,717783681646148	7,347454999107111	145	11
420	4,7159875332814645	7,347626270285688	145	11
421	4,715329152594845	7,348567096474431	145	11
422	4,713975685966791	7,34536588421983	146	11
423	4,713295360158184	7,345576972766566	146	11
424	4,713295360158184	7,345576972766566	146	11
425	4,712497336302726	7,348517263555651	145	11
426	4,712283680404691	7,344900884433568	146	11
427	4,711463973027649	7,344864924953314	146	11
428	4,710728736881447	7,353353874994989	146	11
429	4,7089758017125325	7,349791077112782	146	11
430	4,7077241431209265	7,343647572483343	147	11
431	4,7074828713420285	7,343275280138546	147	11
432	4,7072705183090795	7,338890892512517	146	11
433	4,706371979126276	7,334233266104566	146	11
434	4,705269842340242	7,3326375281233585	146	11
435	4,698963929905424	7,329595806680304	147	11
436	4,69758131612753	7,316461406724449	147	11
437	4,697195531947027	7,302791723767908	148	11
438	4,695680513583645	7,325066390948241	148	11
439	4,694907446495006	7,325660061775223	148	11
440	4,6920360290815015	7,327946341453574	147	11
441	4,690038422388833	7,327228262737094	147	11
442	4,688365979642733	7,3248988500929775	148	11
443	4,688221389525581	7,325574964503318	148	11
444	4,6880475388001255	7,325603731673518	149	11
445	4,685973313413025	7,3243223507638	148	11
446	4,68489070345684	7,321927546949962	148	11
447	4,683978001812383	7,3363844665994575	148	11
448	4,683476451875814	7,3364400703697354	148	11
449	4,682639938138114	7,33357586936391	148	11
450	4,682213007177073	7,333856645678646	148	11
451	4,680287904568715	7,706519838879447	148	11
452	4,679762812932402	7,707033209617353	148	11
453	4,676963676955375	7,711488452536689	149	11
454	4,674831985995913	7,779688131381982	149	11
455	4,674205300603346	7,7812290413693015	149	11
456	4,6735405326210495	7,7833287556669415	149	11
457	4,671109708619066	8,61550046765113	149	11
458	4,6704399053972105	8,60194157637324	149	11
459	4,670133746682791	7,561100648527403	149	11
460	4,666655516740591	7,560372514053973	149	11
461	4,664872689019085	7,959588216675318	150	11
462	4,663683296045618	7,958127101086192	149	11
463	4,662970933757991	7,9615254566582285	150	11
464	4,6589283150868885	7,959575740230994	151	11
465	4,657450013221276	7,956580935216661	151	11
466	4,6564795448738945	7,956430083357547	152	11
467	4,655083632556024	7,956041801148418	152	11
468	4,654512910468833	7,955362297251643	152	11
469	4,653135628006138	7,679250259867832	152	11
470	4,651539486245571	7,638844914988202	151	11
471	4,651027829290055	7,641637366069949	151	11
472	4,649932074866412	7,415446947832893	151	11
473	4,647211348717777	7,421680066851271	151	11
474	4,646958073924077	7,425166734036599	152	11
475	4,646755437119112	7,425027121635629	152	11
476	4,644796315444169	7,407675704918294	153	11
477	4,64432173443907	7,38798678671188	153	11
478	4,642383761431452	8,576568002492332	154	11
479	4,641084893453233	8,576365217757518	154	11
480	4,640204551138464	8,575769200920245	154	11
481	4,640065300397316	8,575183326488744	154	11
482	4,639288133529246	8,576609932205592	154	11
483	4,6384433821022	8,576045792049761	154	11
484	4,636229822597414	8,559136839584868	154	11
485	4,63592782750329	8,579983137838916	154	11
486	4,634692066409437	8,55984970558014	154	11
487	4,6336409229595175	8,561409696649806	155	11
488	4,633221881117638	8,554900867139583	154	11
489	4,632906987165426	8,545710689208589	154	11
490	4,630851220853187	8,537882250882737	154	11
491	4,630353285278214	8,572915391309632	154	11
492	4,627463578078495	8,571115844492475	154	11
493	4,6273738777454	8,57315989889554	155	11
494	4,6256315109050075	8,584161100319053	155	11
495	4,624857351936944	8,580902927312728	155	11
496	4,624578894415209	8,61434556514315	154	11
497	4,6219639127836025	8,74056111501727	155	11
498	4,619761706757239	8,741788966379676	155	11
499	4,619636336682535	8,74082375467864	155	11
500	4,619522674824885	8,740864727518234	155	11
501	4,61942118821992	8,743108637935531	155	11
502	4,619329012203553	7,895832212389104	156	11
503	4,617453963966479	7,8930745156722395	156	11
504	4,616436368768733	7,898956500551541	156	11
505	4,615222576144504	8,40980620246815	156	11
506	4,614229892822376	8,412021860027405	156	11
507	4,612809944277145	8,412197377852257	157	11
508	4,6120846315253825	8,4223161436221	157	11
509	4,608397303787742	8,410250475111347	156	11
510	4,607375669450705	8,411209540630187	157	11
511	4,6064672141355265	8,388982311686284	157	11
512	4,605870974205849	8,38793722500532	156	11
513	4,601285561544857	8,740533073797204	156	11
514	4,600798530895622	8,743303709733782	157	11
515	4,5983489070447545	8,76279588414165	157	11
516	4,5982944949583935	8,765803721687453	157	11
517	4,5978798884215255	8,690632206525965	156	11
518	4,597592086906062	8,693813522505367	156	11
519	4,596969227490733	8,725633627189021	156	11
520	4,594882451339187	8,729501117820991	156	11
521	4,594521350547286	8,729534886795706	156	11
522	4,5922251717150395	8,73015751010641	157	11
523	4,590801033138427	8,730154475156702	156	11
524	4,590050623606516	8,724866026472988	156	11
525	4,589220068685153	8,704492995963953	157	11
526	4,587796916955466	8,680508257016669	158	11
527	4,587071082631107	8,682415477428048	158	11
528	4,58635723765858	8,700111853134398	156	11
