Generation 	 Training Error 	 Unseen Error 	 Size 	 Depth 
0	79,47886754950437	69,88211751438757	67	4
1	66,25146641823261	65,39872864301056	8	2
2	53,44550052889823	54,53222858591361	17	3
3	40,05570061391348	41,972315154943885	7	2
4	38,118666025683666	37,97651168598412	5	2
5	20,256390410021897	19,069080641794677	18	4
6	18,937939541008333	17,09429907470027	6	2
7	7,2300846957861635	6,7938712665890995	5	2
8	7,166109259572027	6,791533236293749	7	3
9	7,132080684595602	6,739208067868942	11	4
10	7,132080684595602	6,739208067868942	11	4
11	7,132080684595602	6,739208067868942	11	4
12	7,068105248381466	6,736870037573592	12	4
13	7,068105248381466	6,736870037573592	12	4
14	7,018022660982659	6,7394729790118415	13	4
15	6,8985195599381735	6,7019138360457	33	7
16	6,898392778922648	6,702091158608464	27	7
17	6,876229513946064	6,716597418048904	28	7
18	6,873342324418582	6,711637328441048	23	5
19	6,873342324418582	6,711637328441048	23	5
20	6,85649568044826	6,679054947432826	18	5
21	6,85649568044826	6,679054947432826	18	5
22	6,852788384076988	6,653603926579166	65	9
23	6,851943834970087	6,676078269404755	20	6
24	6,850774150942508	6,673226775521091	45	9
25	6,846078601523459	6,612236927798258	65	9
26	6,844843152590601	6,626910020412682	67	9
27	6,841934080482335	6,652839039868507	37	8
28	6,8411316225937835	6,6276386782147245	62	8
29	6,833600255410035	6,620772764588604	62	8
30	6,830679042730928	6,618242904273734	62	8
31	6,829521475986484	6,608981904413238	59	8
32	6,825852550563344	6,570193515871075	71	8
33	6,807649045109256	6,609892196081963	70	13
34	6,80370317898162	6,630846270037466	67	11
35	6,761324838977377	6,52435178513711	71	11
36	6,760256987560945	6,525281051453721	77	13
37	6,760253125495325	6,525478553722062	77	13
38	6,756801566051058	6,554325014646064	73	13
39	6,7501187287253845	6,541024385776058	68	11
40	6,749427550035066	6,552026827559168	71	12
41	6,699513532759038	6,445820405633489	83	13
42	6,688036013340713	6,431332868909072	93	16
43	6,6388419305830855	6,373436216931468	93	14
44	6,6388419305830855	6,373436216931468	93	14
45	6,629147451472027	6,36248870044005	90	13
46	6,62262761798172	6,352719731757133	90	13
47	6,621505835699832	6,353293846443693	90	13
48	6,594707198046196	6,317169982011678	94	13
49	6,586391699752729	6,258183719527324	112	16
50	6,582552603615341	6,251866507985223	124	16
51	6,5810987130255185	6,251346509652951	115	16
52	6,540486631876144	6,363666028804822	96	15
53	6,540471462150389	6,363630728819255	96	15
54	6,5391518779523885	6,323807779082909	108	16
55	6,50202556266691	6,293028947382354	97	15
56	6,5007082213409735	6,2862137551437955	94	15
57	6,492097688868302	6,230179975858503	91	15
58	6,490298867391902	6,224681575737251	90	15
59	6,460986888856652	6,132120782278486	90	15
60	6,458204418329457	6,140052880513619	95	15
61	6,444929956179077	6,1630359371421655	107	14
62	6,4445861236463715	6,163966141755892	140	15
63	6,44395335374775	6,166356027067575	138	15
64	6,442963597112254	6,169826454206529	109	15
65	6,432720002330187	6,147875163502563	115	15
66	6,4218329928311615	6,164176439551309	118	15
67	6,421807930422444	6,164164377781107	116	15
68	6,421590988267767	6,164240703401345	118	15
69	6,412790162594353	6,646066708192327	101	13
70	6,412174623497229	6,644470495545702	129	15
71	6,396889373930399	6,654411132095957	106	13
72	6,390139826287194	6,580252252528178	104	13
73	6,389894003121126	6,58065764537182	104	13
74	6,388816182353698	6,617178900240285	105	14
75	6,388394765026586	6,582034300657838	120	15
76	6,383495302624734	6,601895652676307	98	13
77	6,364669845500552	6,588175127141432	115	13
78	6,354840511417417	6,517331013403944	117	13
79	6,354840511417417	6,517331013403944	117	13
80	6,354835878294594	6,517402135916051	119	13
81	6,3542304468215445	6,51948553195272	132	15
82	6,352186621510372	6,53781144245921	131	15
83	6,339304114183461	6,543575178089778	116	14
84	6,339103631068376	6,535236284182708	116	14
85	6,311211618978932	6,380080074331357	119	14
86	6,3091292128521825	6,376069147711539	121	13
87	6,302850048139359	6,386353751951765	107	13
88	6,298405892872616	6,401596382527051	110	13
89	6,284559820850046	6,430049306907625	109	13
90	6,284559820850046	6,430049306907625	109	13
91	6,252604584922992	6,434469433123155	121	14
92	6,252521531637274	6,434324097488414	121	14
93	6,244813871034594	6,393160284919163	133	15
94	6,2318453527372295	6,367350010135236	137	15
95	6,230081580832889	6,3410992526274965	136	14
96	6,226591076079445	6,3070575958207264	136	14
97	6,221044495069984	5,945675075776581	131	14
98	6,221041915125463	5,94567847118333	145	15
99	6,169655740669807	5,95704535899594	135	15
