Generation 	 Training Error 	 Unseen Error 	 Size 	 Depth 
0	36,77091642779526	35,68430393082883	15	3
1	9,08735161737214	9,318575563736688	21	5
2	7,237451379331821	7,301730646983054	19	5
3	6,976958005003464	6,987262873454653	71	10
4	6,848838274739845	6,721258934998287	73	10
5	6,358084457694737	6,131331730863137	77	12
6	6,004098208466174	6,40682645396864	75	12
7	5,972638217016398	6,421176371846345	77	13
8	5,836166619348985	6,0155540475280525	73	12
9	5,803788271179211	6,018837106587301	73	12
10	5,714421369542539	5,9513635442240975	75	12
11	5,661091754258715	5,907020624210254	73	12
12	5,621194230856409	5,920212514113085	69	12
13	5,587300940147126	6,109810635257924	97	14
14	5,549300329966462	5,943729255730835	71	12
15	5,422937974328367	6,288367385880114	75	12
16	5,422937974328367	6,288367385880114	75	12
17	5,383335949837611	6,243238947299655	77	12
18	5,383335949837611	6,243238947299655	77	12
19	5,374969662947307	6,1253136453928585	87	12
20	5,353124575181969	6,167760440324006	79	12
21	5,3330251150964765	6,034192552424163	97	16
22	5,297373166567339	6,272735680425394	77	12
23	5,259283455819417	5,932440111535483	91	17
24	5,161134171864999	5,845942542029199	97	15
25	5,161134171864999	5,845942542029199	97	15
26	5,145855428546535	5,611093408439732	97	15
27	5,126715439765878	5,953023123265655	99	16
28	5,042740432974202	5,65059024773996	101	15
29	5,042740432974202	5,65059024773996	101	15
30	4,999450946548546	5,727017700974402	103	16
31	4,998499474850931	5,382345824405621	105	16
32	4,9961855870903165	5,666917234931531	105	16
33	4,973298264067174	5,44869535224307	105	16
34	4,973298264067174	5,44869535224307	105	16
35	4,9728030049243985	5,446822775351308	105	16
36	4,936215722363067	5,401486570874413	109	16
37	4,936215722363067	5,401486570874413	109	16
38	4,921384890743049	5,400350357624082	107	16
39	4,921384890743049	5,400350357624082	107	16
40	4,919435568349248	5,368571797223355	107	16
41	4,8935313954373525	5,4918478719864305	103	16
42	4,8935313954373525	5,4918478719864305	103	16
43	4,8935313954373525	5,4918478719864305	103	16
44	4,8935313954373525	5,4918478719864305	103	16
45	4,8935313954373525	5,4918478719864305	103	16
46	4,8935313954373525	5,4918478719864305	103	16
47	4,8935313954373525	5,4918478719864305	103	16
48	4,8935313954373525	5,4918478719864305	101	16
49	4,8935313954373525	5,4918478719864305	103	16
50	4,888432053522678	5,482663848276235	105	16
51	4,888432053522678	5,482663848276235	105	16
52	4,888432053522678	5,482663848276235	105	16
53	4,887250887099039	5,451860723160968	105	16
54	4,887250887099039	5,451860723160968	105	16
55	4,887250887099039	5,451860723160968	105	16
56	4,88020097461944	5,377830271540264	107	16
57	4,88020097461944	5,377830271540264	107	16
58	4,879433395528546	5,376932399025268	111	16
59	4,878463821367873	5,348379779108365	109	16
60	4,873136608890062	5,4140057548935925	113	16
61	4,873136608890062	5,4140057548935925	113	16
62	4,866862673111763	5,417248309229432	121	16
63	4,859135000534825	5,414493163731898	127	16
64	4,85058753416847	5,413981555003454	133	16
65	4,849791801864109	5,407623477836802	131	16
66	4,845501160422288	5,408592015958999	131	16
67	4,840360608439791	5,413642184114641	131	16
68	4,839801803618098	5,411342647414526	131	16
69	4,838681378336999	5,410818075350178	131	16
70	4,838681378336999	5,410818075350178	131	16
71	4,838524463646035	5,410366007516985	129	16
72	4,832110290468611	5,402410116990564	133	16
73	4,832110290468611	5,402410116990564	133	16
74	4,830641184695163	5,399017102224477	137	16
75	4,80698950442212	5,4959163365288655	131	16
76	4,80698950442212	5,4959163365288655	131	16
77	4,790999472369181	5,482098710333513	133	17
78	4,790999472369181	5,482098710333513	133	17
79	4,787188658553292	5,483325614477673	135	17
80	4,778148085483216	5,545995846661174	145	17
81	4,777404801922203	5,543793961927737	141	17
82	4,770669156968584	5,542136969458569	143	17
83	4,766499605127498	5,552935279705549	143	17
84	4,766499605127498	5,552935279705549	143	17
85	4,766499605127498	5,552935279705549	143	17
86	4,756897103397531	5,540342780271186	143	17
87	4,756897103397531	5,540342780271186	143	17
88	4,7512152982898	5,5637003873488995	145	17
89	4,7512152982898	5,5637003873488995	145	17
90	4,7512152982898	5,5637003873488995	145	17
91	4,740664667294357	5,665643032486962	145	17
92	4,740664667294357	5,665643032486962	145	17
93	4,737828717120765	5,709572585743887	143	17
94	4,737828717120765	5,709572585743887	143	17
95	4,735296744793481	5,738285113468012	143	17
96	4,731465307416426	5,714734820540527	143	17
97	4,673414920751592	5,359129011265628	147	17
98	4,673414920751592	5,359129011265628	147	17
99	4,657583433151983	5,403864609254547	145	17
