Generation 	 Training Error 	 Unseen Error 	 Size 	 Depth 
0	57,4306210762057	57,137485802338006	6	2
1	54,97717258262854	54,49388814863731	8	2
2	36,61017290701544	37,142626202055226	14	2
3	24,09034095165638	24,140140313267665	5	2
4	6,894923060651459	7,563270571926786	7	3
5	6,886773243685533	7,466946553897088	12	3
6	6,878269310485265	7,536899683878906	7	3
7	6,878269310485265	7,536899683878906	7	3
8	6,86161556031907	7,510528795831027	7	3
9	6,86161556031907	7,510528795831027	7	3
10	6,84945415639247	7,488159515710828	8	3
11	6,84945415639247	7,488159515710828	10	3
12	6,841833149027078	7,469864137142935	11	3
13	6,708394093911917	7,199983726728331	36	9
14	6,602888865302479	7,0250511498440975	36	9
15	6,392858169411904	6,89951198625541	46	12
16	6,363910432575624	6,922156653785547	47	12
17	6,360217338679506	6,9224678834628275	49	12
18	6,343413739547736	6,841285949044202	50	11
19	6,342912972587518	6,839203735853008	50	11
20	6,331160096681575	6,8562087437302965	45	10
21	6,3272465252427335	6,856831681783479	45	10
22	6,325086222997977	6,872054298894761	37	10
23	6,323912559454669	6,8622072338724145	38	10
24	6,321404984133419	6,865472239466753	97	15
25	6,320839635780617	6,868660797657638	93	15
26	6,232877409945074	6,6419533290803585	63	13
27	6,22709409901093	6,636730152567987	62	13
28	6,213955253633103	6,636134644278366	61	13
29	6,200326531009633	6,581567951155712	60	13
30	6,1815420533606735	6,615915097757768	68	13
31	6,176247190932188	6,595962662232035	63	13
32	6,176105916227042	6,595089051679493	75	13
33	6,125972161623107	6,487102485676755	54	13
34	6,056742759135243	6,340799836509694	53	14
35	6,056742759135243	6,340799836509694	53	14
36	5,9657353225101115	6,235096546615542	54	13
37	5,965047583944401	6,2338468963252724	58	14
38	5,944225684924822	6,214687876672029	58	14
39	5,929162343290855	6,21757080797823	58	14
40	5,921146662299909	6,224357981800388	58	14
41	5,890017741897401	6,131662380013412	65	14
42	5,8893319628955325	6,131154995212919	67	14
43	5,852416257481927	6,145139018979156	68	15
